text,label,label_name
My new card has not been delivered to my home yet. What is going on?,4,card_arrival
What is a pending payment?,20,pending_card_payment
Help! I lost my card!,18,lost_or_stolen_card
I did not receive the right amount of cash.,28,wrong_amount_of_cash_received
"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",18,lost_or_stolen_card
Why do you need to check my identity?,27,why_verify_identity
Who can have access to top up my account?,22,topping_up_by_card
"I tried to withdraw some funds from my card, but was declined. How can I get my money?",9,declined_cash_withdrawal
The exchange rate is incorrect for my payment.,8,card_payment_wrong_exchange_rate
I bought an item at the wrong exchange rate.,8,card_payment_wrong_exchange_rate
The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.,28,wrong_amount_of_cash_received
Why hasn't my payment gone through?,20,pending_card_payment
Why do I have to verify the top-up?,25,verify_top_up
atm would not give me cash,9,declined_cash_withdrawal
What is the delivery time to the US?,5,card_delivery_estimate
I am sure I have plenty of money to transfer but my transfer is being declined.,10,declined_transfer
Do I need a photo ID to activate a my new card?,0,activate_my_card
Help! I forgot my password.,19,passcode_forgotten
Can I use my virtual card to complete transactions for memberships?,26,virtual_card_not_working
Must I verify my identity?,27,why_verify_identity
How do you do exchanges?,13,exchange_rate
Can you tell me your exchange rates?,13,exchange_rate
I haven't received my pin,17,get_physical_card
do i need to wait for my card before i get pin,17,get_physical_card
Why can't I take money from my account?,9,declined_cash_withdrawal
How long does an item I bought show as pending?,20,pending_card_payment
Help. I have a stolen card!,18,lost_or_stolen_card
I tried paying with my disposable virtual card earlier but it was rejected. What can I do to fix this?,26,virtual_card_not_working
Do you have an age requirement when opening an account with your service?,1,age_limit
can i add funds with a card from the united states,21,supported_cards_and_currencies
Is there a reason my cash withdrawal was declined?,9,declined_cash_withdrawal
"If I exchange currency frequently, can I get a discounted rate?",12,exchange_charge
When will my new card arrive?,4,card_arrival
Is there a way to reset my passcode?,19,passcode_forgotten
I wanted to know about a pending dollar that is on my statement.,14,extra_charge_on_statement
are you sending me my card?,5,card_delivery_estimate
I don't see me 'top up' in my wallet,22,topping_up_by_card
I tried using my card at multiple vendors and now it's not working.,7,card_not_working
The wrong exchange rate was used for my cash withdrawal,29,wrong_exchange_rate_for_cash_withdrawal
"I believe my card has been stolen, what can I do about this situation? It's urgent.",18,lost_or_stolen_card
There is a transaction showing in my app that I did not make as I have not used that card all day. Please reimburse this amount to my account.,11,direct_debit_payment_not_recognised
I wasn't charged the correct exchange rate for an item I purchased.,8,card_payment_wrong_exchange_rate
I have kids and I'm curious at what age could they start to use your service.,1,age_limit
It won't let me prove my identity.,23,unable_to_verify_identity
I did not get as much cash as I requested at the ATM.,28,wrong_amount_of_cash_received
Do you accept Mastercard?,21,supported_cards_and_currencies
I need my card right away.,5,card_delivery_estimate
I would like to track the card you sent to me.,4,card_arrival
"I did a top-up, but I'm not seeing it in my wallet yet.",22,topping_up_by_card
I don't want to verify my identity,27,why_verify_identity
I need to do a card activation.,0,activate_my_card
What does pending payment mean?,20,pending_card_payment
"Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error. Do you know what could be causing this and can you help me get the money over.",15,failed_transfer
Instruct me how to reset the passcode.,19,passcode_forgotten
Where do you guys acquire your exchange rate?,13,exchange_rate
I visited the ATM but got less money than what I requested. Why?,28,wrong_amount_of_cash_received
Why was I not able to complete a transfer?,15,failed_transfer
I haven't received the PIN yet.,17,get_physical_card
I couldnt get cash in an ATM,9,declined_cash_withdrawal
Where is the top-up verification code sent?,25,verify_top_up
How can I report that my card was stolen? I made a police report first.,18,lost_or_stolen_card
I cannot find my credit card.,18,lost_or_stolen_card
I have been waiting for my card payment to be moved from pending status for an unusually long time. What is going on here and do you have an idea of when I can expect it to go through?,20,pending_card_payment
"When traveling, can I auto top-up my card at certain times?",3,automatic_top_up
The ATM didn't let me get any cash,9,declined_cash_withdrawal
how do I speed up identity verification?,27,why_verify_identity
How do i activate my card,0,activate_my_card
How is my PIN sent?,17,get_physical_card
i need to proof my identity to you why and how?,27,why_verify_identity
The top-up verification code is not visible.,25,verify_top_up
What do I do to activate my new card?,0,activate_my_card
"I'm waiting for the ID verification to go through still, so is it too soon to use my account?",27,why_verify_identity
Are there any documents needed for the identity check?,24,verify_my_identity
Can I give my friends access to my account so they can top it up for me?,22,topping_up_by_card
"I want to start using my card, how do I activate it?",0,activate_my_card
"After I make a payment, how long will it be before it transitions from ""pending"" to complete?",20,pending_card_payment
Why can't I get my virtual card to work?,26,virtual_card_not_working
How do I make my card appear on the app?,6,card_linking
Can I start an account for my kids?,1,age_limit
Why is your exchange rate different on different days?,13,exchange_rate
Can I use my account although the identity verification has not been accepted yet?,27,why_verify_identity
Why is the payment showing as pending from things I bought this morning?,20,pending_card_payment
I lost my wallet today with all my credit cards. Will you please block the card and send a replacement?,18,lost_or_stolen_card
I have a card that was deactivated can I reactivate it?,6,card_linking
How do I get my disposable virtual card to work?,26,virtual_card_not_working
There is a strange 1£ charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for a pound.,14,extra_charge_on_statement
"I put in a payment a while ago and it has still not cleared and is showing up as ""pending"", how long does it take to clear?",20,pending_card_payment
This debit is not my transcation. How do I get my money out back?,11,direct_debit_payment_not_recognised
"The exchange rate given to me after a purchase, was incorrect",8,card_payment_wrong_exchange_rate
Could you send me and up date on the arrival of my card?,4,card_arrival
Does delivery to the US take long?,5,card_delivery_estimate
Why doesn't the app believe I am who I say I am?,23,unable_to_verify_identity
Help me! I don't know what my password is.,19,passcode_forgotten
I can't seem to make a standard bank transfer. I have tried at least five times already but none of them are going through. Please tell me what is wrong?,15,failed_transfer
"Is there anyway, I can get a disposable virtual card?",16,get_disposable_virtual_card
How can I use American Express to add funds to my account?,21,supported_cards_and_currencies
"Hi, One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.",20,pending_card_payment
Why do you need to know so much about me for my account?,27,why_verify_identity
I don't see my top up in my wallet.,22,topping_up_by_card
What would make a decline message show up during a transfer?,10,declined_transfer
I see a $1 charge in a transaction.,14,extra_charge_on_statement
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?,11,direct_debit_payment_not_recognised
My card was stolen,18,lost_or_stolen_card
Does it cost extra to exchange currencies?,12,exchange_charge
I can't make purchases with my virtual card.,26,virtual_card_not_working
How do i change my identity?,24,verify_my_identity
Why hasn't my payment shown up yet?,20,pending_card_payment
I will not be able to verify my identity.,23,unable_to_verify_identity
Do you accept credit cards from the US,21,supported_cards_and_currencies
I do not recognize a direct debit payment that I see on my app,11,direct_debit_payment_not_recognised
I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,28,wrong_amount_of_cash_received
"You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.",0,activate_my_card
Where do I go to fill out the identity form?,24,verify_my_identity
Where is my pin? I don't have it yet,17,get_physical_card
How do I set my physical card PIN?,17,get_physical_card
If I exchange currencies on a frequent basis can I receive a discount?,12,exchange_charge
What should I do if my passcode won't work?,19,passcode_forgotten
for some reason I am having a problem with verifying my identity.,23,unable_to_verify_identity
The disposable cards - what are they for?,16,get_disposable_virtual_card
Can you tell my why my funds transfer did not work properly?,15,failed_transfer
How does the exchange rate work on this app?,13,exchange_rate
Why was my request for cash declined?,9,declined_cash_withdrawal
Help me activate my new card.,0,activate_my_card
I could not get the cash I wanted,28,wrong_amount_of_cash_received
What is minimum age for an account?,1,age_limit
how do I link an old card?,6,card_linking
What forms of ID do you need for identity verification?,24,verify_my_identity
Can you explain your exchange rates basis?,13,exchange_rate
Can my daughter make an account?,1,age_limit
Do you offer account services for children and teens?,1,age_limit
Do I have to verify my identity?,27,why_verify_identity
"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with. Could you tell me why the extra charge is there?",14,extra_charge_on_statement
Help! I've forgot my app passcode!,19,passcode_forgotten
I went to do a transfer and it was declined.,10,declined_transfer
My virtual card isn't working.,26,virtual_card_not_working
My card rejected a cash withdrawal. Why?,9,declined_cash_withdrawal
If I need to exchange currency is there an extra fee?,12,exchange_charge
My attempted transfer failed.,15,failed_transfer
how do you determine your exchange rates because one of yours was off when i got cash,29,wrong_exchange_rate_for_cash_withdrawal
Can my password be reset if I do not have it?,19,passcode_forgotten
What am I going to need in order to activate my card?,0,activate_my_card
"I tried topping up using my card, but the money is gone?",22,topping_up_by_card
"I would like to track a card sent to me, how do I do that?",4,card_arrival
What is the verification process for a top up card?,25,verify_top_up
I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's broken?,10,declined_transfer
"Can you help me with a weird charge? It's a pound charge that never goes away from the statement view on the app I'm using. It's not described as anything but ""Pending"", and that status has never changed during the last two days.",14,extra_charge_on_statement
Where can I find the card PIN?,17,get_physical_card
What is the charge for exchanging currency?,12,exchange_charge
It declined my transfer.,10,declined_transfer
My ATM transaction was cancelled.,9,declined_cash_withdrawal
How long does it take to activate my card?,0,activate_my_card
How do I enable auto-top up?,3,automatic_top_up
Where is a Mastercard ATM?,2,atm_support
I'd prefer to use my American Express when putting funds into my account.,21,supported_cards_and_currencies
How do I check security settings using the app?,7,card_not_working
can other people use the app to add money to my account,22,topping_up_by_card
What locations can I get money from?,2,atm_support
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",28,wrong_amount_of_cash_received
Help me figure out why my transfer was declined,10,declined_transfer
"I think my card is broken or something. I tried using it and it wouldn't go through, please help.",7,card_not_working
"If I ordered my new card last week, how much longer should I wait to receive it?",4,card_arrival
Can the card was sen to me be tracked?,4,card_arrival
How come my card doesn't work anymore?,7,card_not_working
What currencies do you accept for adding money?,21,supported_cards_and_currencies
"On a card top-up, where can I verify?",25,verify_top_up
I received the wrong amount of cash from the ATM. Can you help?,28,wrong_amount_of_cash_received
I made a purchase but the exchange rate is wrong?,8,card_payment_wrong_exchange_rate
"My card isn't working at all, I need assistance. It's really frustrating.",7,card_not_working
How do I verify my identity?,24,verify_my_identity
The card is non-functional.,7,card_not_working
How do I turn on my new card?,0,activate_my_card
need to know places i can withdraw money,2,atm_support
"If my account is low in funds, can I set an auto top-up?",3,automatic_top_up
"There is an extra charge on my account I didn't authorise, it's just £1, what is it?",14,extra_charge_on_statement
What other methods are there to verify my identity?,27,why_verify_identity
What are the steps to verify my identity?,24,verify_my_identity
I am unsuccessfully trying to make a transfer can you help?,15,failed_transfer
The ATM I used for foreign currency provided the wrong exchange rate.,29,wrong_exchange_rate_for_cash_withdrawal
The rate applied to my foreign currency at an ATM was incorrect.,29,wrong_exchange_rate_for_cash_withdrawal
I need my card ASAP!,5,card_delivery_estimate
Instructions for activating card,0,activate_my_card
I need to make a transfer but it keeps getting declined I need Help!,10,declined_transfer
What cards and currencies can I use to top up my account?,21,supported_cards_and_currencies
Tell me your opinion on the exchange rate.,13,exchange_rate
I found a direct debit I would like to dispute,11,direct_debit_payment_not_recognised
I need to get a disposable virtual card?,16,get_disposable_virtual_card
Does my PIN come with my card?,17,get_physical_card
how come when i asked for 100 it only gave me 20.00 in the app,28,wrong_amount_of_cash_received
"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",18,lost_or_stolen_card
I can't transfer money from my account.,10,declined_transfer
How do I top up using my card?,22,topping_up_by_card
I am unable to use my card for some reason.,7,card_not_working
A withdraw I tried to make at the ATM was declined I don't know why.,9,declined_cash_withdrawal
"I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer.",15,failed_transfer
The app can't verify my information for identity proofing purposes.,23,unable_to_verify_identity
i want to track the card you sent,4,card_arrival
Can you tell me how to link one of your cards that I already have?,6,card_linking
"I got a transfer fail message, but no explanation of why-- what happened?",15,failed_transfer
Can I get my card expedited?,5,card_delivery_estimate
I can use this card at which ATMs?,2,atm_support
I didn't get the correct amount of money from the ATM machine,28,wrong_amount_of_cash_received
Does a discount apply if I exchange currencies frequently?,12,exchange_charge
Is identity verification required for me to use my account?,27,why_verify_identity
Why do I see an extra fee on my statement?,14,extra_charge_on_statement
How can we correct a mistake on an ATM transaction? The app shows what I should have gotten.,28,wrong_amount_of_cash_received
I have a direct debit that I did not set up,11,direct_debit_payment_not_recognised
My disposable virtual card won't work.,26,virtual_card_not_working
"I have one of your cards already, how do I link it?",6,card_linking
What is the purpose for the identity check,27,why_verify_identity
"My ATM transaction shorted me on cash, and I think the exchange rate was wrong. Did I receive the correct rate?",29,wrong_exchange_rate_for_cash_withdrawal
"I don't know my PIN, how can I find that out?",17,get_physical_card
How do I use the disposable cards?,16,get_disposable_virtual_card
If my card was lost or stolen can I re-link it?,6,card_linking
"So, the card PIN?",17,get_physical_card
Is there any way i get a disposable virtual card as well?,16,get_disposable_virtual_card
I tried to do a transfer and it hasn't worked!,15,failed_transfer
I just got my card. It's not linked yet--how do I do that?,6,card_linking
There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,14,extra_charge_on_statement
"I have my card, when whill my PIN be available?",17,get_physical_card
Which ATM's can I use to make a withdrawal?,2,atm_support
"Hi, during online shopping payment is getting declined yesterday and today as well. Please check the issue.",10,declined_transfer
I would like to add money to my account through my American Express.,21,supported_cards_and_currencies
Someone else made a Direct Debit transaction on my account,11,direct_debit_payment_not_recognised
Do I need to verify the top-up?,25,verify_top_up
Is there something wrong with my ATM Card? Tried using it earlier and it did not work.,9,declined_cash_withdrawal
I used my card to top-up but the money is gone!,22,topping_up_by_card
Where is the top-up verification code?,25,verify_top_up
"This morning, I tried to send money to my friends several times but each time the transfer fails. Why does it keep failing? The transfer gets rejected but I do not know what is causing it to be rejected.",15,failed_transfer
Why was I declined at the ATM today when I was trying to make a withdraw?,9,declined_cash_withdrawal
In what increments can I top-up my card?,3,automatic_top_up
My transfer didn't complete. Why can't I access funds?,15,failed_transfer
"I need to verify my identity, but how do I do that?",24,verify_my_identity
Every ATM I visit is rejecting my card and I don't know why. There should be money on it. Can you check it to see if something is wrong or if I'm doing something wrong?,9,declined_cash_withdrawal
How do I get my top-up verification code?,25,verify_top_up
How much is the charge for a foreign currency exchange?,12,exchange_charge
I need to find out why my pending payment hasn't gone through.,20,pending_card_payment
"I tried using my card today and it's not working, can you help me?",7,card_not_working
Do I have to pay more for exchanges?,12,exchange_charge
I still don't have my card after 2 weeks. What should I do?,4,card_arrival
I just got my new card. How can I activate it?,0,activate_my_card
Hello. I'm on holiday and didn't bring any cash with me. I need to withdrawal my home currency from one of your machines. Do you have any that will do this and is there a charge?,29,wrong_exchange_rate_for_cash_withdrawal
I didnt get the correct exchange rate for getting cash,29,wrong_exchange_rate_for_cash_withdrawal
How do I add money to my card?,22,topping_up_by_card
I exchange currencies a lot. Can I get a discount?,12,exchange_charge
I lost my card. Can you help me?,18,lost_or_stolen_card
I think the exchange rate on my card payment is incorrect.,8,card_payment_wrong_exchange_rate
How long is the delivery to the US?,5,card_delivery_estimate
What kind of ATMs would this card be accepted at?,2,atm_support
What is the charge for exchanging currencies?,12,exchange_charge
There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,11,direct_debit_payment_not_recognised
You've incorrectly calculated the exchange rate for my cash withdrawal,29,wrong_exchange_rate_for_cash_withdrawal
What is the current exchange fee?,12,exchange_charge
How do I find my new pin?,17,get_physical_card
Why use a disposable card?,16,get_disposable_virtual_card
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",6,card_linking
I am unaware of what my password is.,19,passcode_forgotten
What can I do with a disposable virtual card?,16,get_disposable_virtual_card
I ordered my card but it still isn't here,4,card_arrival
The transfer that I was trying to complete was declined. What was the cause?,10,declined_transfer
There's a payment showing in the app today even though I have not used my card at all. I want a refund.,11,direct_debit_payment_not_recognised
How can I go about getting a disposable virtual card?,16,get_disposable_virtual_card
How is the exchange rate doing?,13,exchange_rate
The app failed to verify my id.,23,unable_to_verify_identity
Can somebody else top up my account?,22,topping_up_by_card
What are the currencies that are accepted to add money?,21,supported_cards_and_currencies
I can't upload my identification.,23,unable_to_verify_identity
"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",28,wrong_amount_of_cash_received
Why would my transfer be declined?,10,declined_transfer
Can I track the card that was just sent to me?,4,card_arrival
Can I verify a top-up and what card is used?,25,verify_top_up
There is an extra 1£ charge on my app. Why did you charge me extra?,14,extra_charge_on_statement
What are the most current exchange rates?,13,exchange_rate
How do I track the card you sent me?,4,card_arrival
Transferring money using credit card,22,topping_up_by_card
Why is my card payment still pending? It should have gone through already.,20,pending_card_payment
Unusual direct deposit,11,direct_debit_payment_not_recognised
I'm not able to withdraw money from the ATM but I'm not sure why.,9,declined_cash_withdrawal
Can you tell me more info about virtual disposable cards?,16,get_disposable_virtual_card
I did not receive the correct amount for the exchange rate.,8,card_payment_wrong_exchange_rate
what documents do i need to verify who i am,24,verify_my_identity
What currency can I use to pay for a top up?,21,supported_cards_and_currencies
The ATM didn't give me the the withdraw amount requested.,28,wrong_amount_of_cash_received
from where are coming your exchange rates?,13,exchange_rate
What are the reasons for a declined transfer?,10,declined_transfer
What is the formula for your exchange rate?,13,exchange_rate
My card is missing! Help!,18,lost_or_stolen_card
How do I find the verification code for my top-up card?,25,verify_top_up
How much are the rates of exchange?,13,exchange_rate
"Hello, I didn't receive the right amount on my ATM transaction, the app shows the correct amount how can we fix this",28,wrong_amount_of_cash_received
Is it possible to also get a disposable virtual card?,16,get_disposable_virtual_card
Where do I go if I want to link my new card?,6,card_linking
"I want to link to my card card with you, how?",6,card_linking
I cannot get my virtual card to work.,26,virtual_card_not_working
"I noticed an extra $1 charge on my statement, can you tell me why that is?",14,extra_charge_on_statement
Is there a limit when using auto top-up?,3,automatic_top_up
What are the charges if I exchange foreign currency?,12,exchange_charge
Can you look to make sure the exchange rate is correct,29,wrong_exchange_rate_for_cash_withdrawal
Is my PIN the same thing as my passcode?,17,get_physical_card
I cannot remember my passcode.,19,passcode_forgotten
I can't get the card itself to work.,7,card_not_working
Where do i verify a top-up card?,25,verify_top_up
Can you tell me what this fee is on my statement?,14,extra_charge_on_statement
Why was I unable to complete my transfer?,15,failed_transfer
How high is the exchange fee?,12,exchange_charge
what is going on with my cash withdrawal? the exchange rate is wrong,29,wrong_exchange_rate_for_cash_withdrawal
Tell me why my transfer failed!,15,failed_transfer
"I want to add money to my card, what payments do you accept?",21,supported_cards_and_currencies
How do I verify my ID?,24,verify_my_identity
I am waiting for a payment to be processed,20,pending_card_payment
How long until the card arrives?,5,card_delivery_estimate
Can I get money in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional cost?,29,wrong_exchange_rate_for_cash_withdrawal
I'm unhappy with the exchange rate your cash transactions.,29,wrong_exchange_rate_for_cash_withdrawal
Why are my transfers getting declined? I havent had a problem in the past.,10,declined_transfer
How did you guys get your exchange rate?,13,exchange_rate
What is the length of time for one of these items to come to the U.S?,5,card_delivery_estimate
What are the requirements to open an account for a minor?,1,age_limit
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?,15,failed_transfer
I go the wrong exchange rate applied to my purchase in a foreign country.,8,card_payment_wrong_exchange_rate
What are the auto top-up policies?,3,automatic_top_up
How do I to up by card?,22,topping_up_by_card
"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",18,lost_or_stolen_card
Why does the top-up need verification?,25,verify_top_up
Why do we need to verify top-up?,25,verify_top_up
What's the youngest I can be to open an account?,1,age_limit
how much to get my card in 2 days?,5,card_delivery_estimate
Why does my statement have an extra fee?,14,extra_charge_on_statement
I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,28,wrong_amount_of_cash_received
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",8,card_payment_wrong_exchange_rate
What do I need to show who I am?,24,verify_my_identity
I did not receive the right amount of cash I requested,28,wrong_amount_of_cash_received
I just got my card and cannot get it to work.,0,activate_my_card
Why is my card not working anymore?,7,card_not_working
Exchange fee help?,12,exchange_charge
What's the process for ID verification?,24,verify_my_identity
How long should my new card take to arrive?,4,card_arrival
"When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?",8,card_payment_wrong_exchange_rate
How can I check the exchange rate applied to my transaction?,8,card_payment_wrong_exchange_rate
"Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.",28,wrong_amount_of_cash_received
There was a direct debit from my account and I didn't authorise it,11,direct_debit_payment_not_recognised
I think I am a victim of fraud. I noticed there was a charge on my account that I didn't do because I haven't touched my card today. Can you please reverse the charge and refund my money?,11,direct_debit_payment_not_recognised
Why did my transfer not go through?,15,failed_transfer
"This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined.",9,declined_cash_withdrawal
I can't verify my ID.,23,unable_to_verify_identity
What may be the reason that my transfer did not go through?,15,failed_transfer
How long does it take for something to be delivered to the U.S?,5,card_delivery_estimate
I tried to get gas but my money was gone!,22,topping_up_by_card
Do all ATMs accept this card?,2,atm_support
I found my card. How can I put it into my app?,6,card_linking
How can I get a disposable virtual card?,16,get_disposable_virtual_card
"I'm still waiting for delivery of my new card, why is it taking so long?",4,card_arrival
Is there a reason my transfer failed?,15,failed_transfer
What is the base of the exchange rates?,13,exchange_rate
How do i authenticate a top-up card?,25,verify_top_up
"Hello, I see that I have been charged an extra $1 on my app. Could you please provide me with a reason for this charge?",14,extra_charge_on_statement
What kind of charges should I expect to exchange currencies?,12,exchange_charge
What would the age limit be?,1,age_limit
What is the maximum times I can auto top-up?,3,automatic_top_up
